	genre	bookID	format	0	1	2	3	4	5	6
6069	['manga', 'fantasy', 'romance', 'graphic novels', 'comics', 'time travel', 'adventure']	22784	paperback	manga	fantasy	romance	graphic novels	comics	time travel	adventure
6070	['manga', 'fantasy', 'romance', 'graphic novels', 'comics', 'adventure', 'time travel']	22801	paperback	manga	fantasy	romance	graphic novels	comics	adventure	time travel
6071	['manga', 'fantasy', 'romance', 'comics', 'graphic novels', 'fiction', 'adventure']	22804	paperback	manga	fantasy	romance	comics	graphic novels	fiction	adventure
6072	['manga', 'fantasy', 'graphic novels', 'romance', 'comics', 'fiction', 'shonen']	22805	paperback	manga	fantasy	graphic novels	romance	comics	fiction	shonen
6073	['manga', 'fantasy', 'romance', 'graphic novels', 'comics', 'fiction', 'shonen']	22807	paperback	manga	fantasy	romance	graphic novels	comics	fiction	shonen
6074	['manga', 'fantasy', 'romance', 'graphic novels', 'comics', 'fiction', 'historical fiction']	22816	paperback	manga	fantasy	romance	graphic novels	comics	fiction	historical fiction
6075	['manga', 'fantasy', 'graphic novels', 'romance', 'comics', 'adventure', 'historical fiction']	22817	paperback	manga	fantasy	graphic novels	romance	comics	adventure	historical fiction
6076	['manga', 'comics', 'science fiction', 'humor']	22821	paperback	manga	comics	science fiction	humor			
6077	['manga', 'comics', 'science fiction', 'fantasy']	22822	paperback	manga	comics	science fiction	fantasy			
6078	['manga', 'fantasy', 'graphic novels', 'romance', 'shonen', 'comics', 'historical fiction']	22820	paperback	manga	fantasy	graphic novels	romance	shonen	comics	historical fiction
6079	['manga', 'romance', 'science fiction', 'comics', 'young adult', 'fantasy', 'humor']	22831	paperback	manga	romance	science fiction	comics	young adult	fantasy	humor
6080	['manga', 'humor']	22826	paperback	manga	humor					
6081	['manga', 'slice of life', 'humor', 'comics', 'fantasy', 'graphic novels']	22834	comic	manga	slice of life	humor	comics	fantasy	graphic novels	
6082	['manga', 'comics', 'humor', 'romance', 'graphic novels', 'science fiction', 'classics']	22832	paperback	manga	comics	humor	romance	graphic novels	science fiction	classics
6083	['manga', 'comics', 'romance', 'fantasy', 'humor', 'comedy', 'graphic novels']	22835	paperback	manga	comics	romance	fantasy	humor	comedy	graphic novels
6084	['manga', 'shojo', 'graphic novels', 'comics', 'romance', 'humor', 'comedy']	22861	paperback	manga	shojo	graphic novels	comics	romance	humor	comedy
6085	['fantasy', 'fiction', 'science fiction fantasy', 'science fiction', 'epic fantasy', 'high fantasy', 'romance']	22867	paperback	fantasy	fiction	science fiction fantasy	science fiction	epic fantasy	high fantasy	romance
6086	['science fiction', 'fiction', 'fantasy', 'space opera', 'science fiction fantasy', 'adventure', 'speculative fiction']	22871	hardcover	science fiction	fiction	fantasy	space opera	science fiction fantasy	adventure	speculative fiction
6087	['fantasy', 'fiction', 'science fiction fantasy', 'epic fantasy', 'science fiction', 'high fantasy', 'epic']	22868	paperback	fantasy	fiction	science fiction fantasy	epic fantasy	science fiction	high fantasy	epic
6088	['fantasy', 'fiction', 'science fiction fantasy', 'epic fantasy', 'science fiction', 'high fantasy', 'epic']	22875	paperback	fantasy	fiction	science fiction fantasy	epic fantasy	science fiction	high fantasy	epic
6089	['science fiction', 'fiction', 'fantasy', 'space opera', 'science fiction fantasy', 'speculative fiction', 'audiobook']	22874	paperback	science fiction	fiction	fantasy	space opera	science fiction fantasy	speculative fiction	audiobook
6090	['science fiction', 'fiction', 'fantasy', 'space opera', 'science fiction fantasy', 'speculative fiction', 'novels']	22877	paperback	science fiction	fiction	fantasy	space opera	science fiction fantasy	speculative fiction	novels
6091	['manga', 'romance', 'shonen', 'graphic novels', 'comics', 'humor', 'genderqueer']	22883	paperback	manga	romance	shonen	graphic novels	comics	humor	genderqueer
6092	[]	22885	paperback							
6093	['romance']	22888	paperback	romance						
6094	['fiction', 'magical realism', 'contemporary', 'fantasy', 'chick lit', 'family', 'audiobook']	22889	hardcover	fiction	magical realism	contemporary	fantasy	chick lit	family	audiobook
6095	['fantasy', 'fiction', 'magical realism', 'romance', 'witches', 'magic', 'paranormal']	22896	paperback	fantasy	fiction	magical realism	romance	witches	magic	paranormal
6096	['fantasy', 'fiction', 'mythology', 'historical fiction', 'young adult', 'feminism', 'horses']	22892	paperback	fantasy	fiction	mythology	historical fiction	young adult	feminism	horses
6097	['historical fiction', 'young adult', 'fiction', 'historical', 'spain', 'jewish', 'religion']	22893	hardcover	historical fiction	young adult	fiction	historical	spain	jewish	religion
6098	['fiction', 'magical realism', 'fantasy', 'contemporary', 'adult fiction', 'magic', 'paranormal']	22898	paperback	fiction	magical realism	fantasy	contemporary	adult fiction	magic	paranormal
6099	['fiction', 'short stories', 'classics', 'literature', 'german literature', 'philosophy', '20th century']	22904	paperback	fiction	short stories	classics	literature	german literature	philosophy	20th century
6100	['fiction', 'short stories', 'classics', 'literature', 'german literature', 'philosophy', '20th century']	22912	hardcover	fiction	short stories	classics	literature	german literature	philosophy	20th century
6101	['philosophy', 'theory', 'nonfiction', 'literary criticism', 'france', 'literature', 'criticism']	22913	paperback	philosophy	theory	nonfiction	literary criticism	france	literature	criticism
6102	['fiction', 'classics', 'german literature', 'literature', 'novels', 'czech literature', '20th century']	22911	paperback	fiction	classics	german literature	literature	novels	czech literature	20th century
6103	['classics', 'fantasy', 'fiction', 'fairy tales', 'short stories', 'childrens', 'mythology']	22916	paperback	classics	fantasy	fiction	fairy tales	short stories	childrens	mythology
6104	['classics', 'fantasy', 'fiction', 'fairy tales', 'short stories', 'childrens', 'mythology']	22915	hardcover	classics	fantasy	fiction	fairy tales	short stories	childrens	mythology
6105	['classics', 'fantasy', 'fairy tales', 'fiction', 'short stories', 'folklore', 'literature']	22914	hardcover	classics	fantasy	fairy tales	fiction	short stories	folklore	literature
6106	['historical romance', 'romance', 'historical', 'erotica', 'erotic romance', 'regency', 'fiction']	22931	paperback	historical romance	romance	historical	erotica	erotic romance	regency	fiction
6107	['fantasy', 'science fiction']	22944	paperback	fantasy	science fiction					
6108	['manga', 'graphic novels', 'historical fiction', 'romance', 'historical', 'comics', 'young adult']	22932	paperback	manga	graphic novels	historical fiction	romance	historical	comics	young adult
6109	['fantasy', 'science fiction']	22945	paperback	fantasy	science fiction					
6110	['fantasy', 'fiction', 'science fiction']	22947	paperback	fantasy	fiction	science fiction				
6111	['science fiction', 'fantasy', 'fiction', 'science fiction fantasy']	22948	paperback	science fiction	fantasy	fiction	science fiction fantasy			
6112	['science fiction', 'fantasy', 'fiction', 'science fiction fantasy']	22950	paperback	science fiction	fantasy	fiction	science fiction fantasy			
6113	['science fiction', 'fantasy', 'fiction', 'science fiction fantasy']	22951	paperback	science fiction	fantasy	fiction	science fiction fantasy			
6114	['cookbooks', 'cooking', 'food', 'italian literature', 'nonfiction', 'culinary', 'reference']	22966	hardcover	cookbooks	cooking	food	italian literature	nonfiction	culinary	reference
6115	['cookbooks', 'cooking', 'food', 'nonfiction', 'italy', 'italian literature', 'travel']	22967	hardcover	cookbooks	cooking	food	nonfiction	italy	italian literature	travel
6116	['poetry', 'spain', 'spanish literature', '20th century', 'literature']	22994	paperback	poetry	spain	spanish literature	20th century	literature		
6117	['plays', 'poetry', 'classics', 'theatre', 'drama', 'fiction', 'spanish literature']	22991	paperback	plays	poetry	classics	theatre	drama	fiction	spanish literature
6118	['cookbooks', 'cooking', 'italian literature', 'food', 'nonfiction']	22969	paperback	cookbooks	cooking	italian literature	food	nonfiction		
6119	['fiction', 'novels', 'american', '20th century', 'literature']	23000	paperback	fiction	novels	american	20th century	literature		
6120	['fiction', 'science fiction', 'literature', 'novels', 'contemporary', 'american', 'literary fiction']	23001	paperback	fiction	science fiction	literature	novels	contemporary	american	literary fiction
6121	['fiction', 'historical fiction', 'novels', 'literature', 'literary fiction', 'photography', 'war']	23002	paperback	fiction	historical fiction	novels	literature	literary fiction	photography	war
6122	['theology', 'religion', 'christianity', 'christian', 'reference', 'nonfiction', 'history']	23003	paperback	theology	religion	christianity	christian	reference	nonfiction	history
6123	['fiction', 'music', 'historical fiction', 'novels', 'literary fiction', 'race', 'contemporary']	23007	paperback	fiction	music	historical fiction	novels	literary fiction	race	contemporary
6124	['theology', 'reference', 'christianity', 'religion', 'christian', 'history', 'nonfiction']	23009	paperback	theology	reference	christianity	religion	christian	history	nonfiction
6125	['fiction', 'novels', 'literary fiction', '20th century', 'family', 'american', 'historical fiction']	23010	paperback	fiction	novels	literary fiction	20th century	family	american	historical fiction
6126	['fiction', 'literary fiction', 'novels', 'health', 'american', 'the united states of america', 'historical fiction']	23013	paperback	fiction	literary fiction	novels	health	american	the united states of america	historical fiction
6127	['history', 'religion', 'nonfiction', 'christianity', 'church history', 'theology', 'historical']	23011	paperback	history	religion	nonfiction	christianity	church history	theology	historical
6128	['fiction', 'horror', 'gothic', 'mystery', 'novels', 'mystery thriller', 'suspense']	23022	paperback	fiction	horror	gothic	mystery	novels	mystery thriller	suspense
6129	['language', 'france', 'nonfiction', 'textbooks', 'reference']	23032	hardcover	language	france	nonfiction	textbooks	reference		
6130	['fiction', 'art', 'adult', 'gothic', 'novels', 'literature', 'contemporary']	23023	paperback	fiction	art	adult	gothic	novels	literature	contemporary
6131	['nonfiction', 'memoir', 'biography', 'autobiography', 'biography memoir', 'literature', 'british literature']	23036	paperback	nonfiction	memoir	biography	autobiography	biography memoir	literature	british literature
6132	['short stories', 'fiction', 'literature', 'british literature', 'contemporary', 'literary fiction', 'unfinished']	23037	paperback	short stories	fiction	literature	british literature	contemporary	literary fiction	unfinished
6133	['nonfiction', 'essays', 'criticism', 'literature', 'literary criticism', 'short stories', 'memoir']	23042	paperback	nonfiction	essays	criticism	literature	literary criticism	short stories	memoir
6134	['fiction', 'contemporary', 'british literature', 'novels', 'lgbt', 'coming of age', '20th century']	23046	paperback	fiction	contemporary	british literature	novels	lgbt	coming of age	20th century
6135	['fiction', 'short stories', 'literary fiction', 'british literature']	23045	paperback	fiction	short stories	literary fiction	british literature			
6136	['philosophy', 'theory', 'nonfiction', 'art', 'music', 'essays', 'literary criticism']	23056	paperback	philosophy	theory	nonfiction	art	music	essays	literary criticism
6137	['politics', 'political science', 'nonfiction', 'history', 'leadership', 'american history', 'school']	23017	paperback	politics	political science	nonfiction	history	leadership	american history	school
6138	['photography', 'art', 'nonfiction', 'philosophy', 'theory', 'essays', 'france']	23057	paperback	photography	art	nonfiction	philosophy	theory	essays	france
6139	['philosophy', 'art', 'nonfiction', 'photography', 'theory', 'literary criticism', 'music']	23061	paperback	philosophy	art	nonfiction	photography	theory	literary criticism	music
6140	['fashion', 'philosophy', 'nonfiction', 'theory', 'semiotics', 'research', 'art']	23060	paperback	fashion	philosophy	nonfiction	theory	semiotics	research	art
6141	['philosophy', 'nonfiction', 'theory', 'literary criticism', 'france', 'essays', 'writing']	23063	hardcover	philosophy	nonfiction	theory	literary criticism	france	essays	writing
6142	['essays', 'nonfiction', 'humor', 'philosophy', 'italian literature', 'short stories', 'italy']	23065	paperback	essays	nonfiction	humor	philosophy	italian literature	short stories	italy
6143	['fiction', 'historical fiction', 'mystery', 'classics', 'historical', 'literature', 'italian literature']	23080	paperback	fiction	historical fiction	mystery	classics	historical	literature	italian literature
6144	['essays', 'nonfiction', 'humor', 'philosophy', 'italian literature', 'short stories', 'italy']	23066	hardcover	essays	nonfiction	humor	philosophy	italian literature	short stories	italy
6145	['fiction', 'historical fiction', 'spain', 'historical', 'spanish literature', 'war', 'books about books']	23114	paperback	fiction	historical fiction	spain	historical	spanish literature	war	books about books
6146	['economics', 'business', 'nonfiction', 'sociology', 'technology', 'academic', 'internet']	23158	paperback	economics	business	nonfiction	sociology	technology	academic	internet
6147	['poetry', 'classics', 'fiction', 'philosophy', 'picture books', 'childrens', 'literature']	23183	paperback	poetry	classics	fiction	philosophy	picture books	childrens	literature
6148	['nonfiction', 'essays', 'nature', 'memoir', 'environment', 'philosophy', 'religion']	23194	hardcover	nonfiction	essays	nature	memoir	environment	philosophy	religion
6149	['picture books', 'animals', 'nonfiction', 'science', 'childrens', 'food', 'storytime']	23186	paperback	picture books	animals	nonfiction	science	childrens	food	storytime
6150	['short stories', 'fiction', 'literary fiction', 'adult fiction', 'adult', 'audiobook', 'literature']	23201	paperback	short stories	fiction	literary fiction	adult fiction	adult	audiobook	literature
6151	['nonfiction', 'biography', 'nature', 'memoir', 'adventure', 'biography memoir', 'outdoors']	23202	paperback	nonfiction	biography	nature	memoir	adventure	biography memoir	outdoors
6152	['short stories', 'fiction', 'literary fiction', 'adult fiction', 'adult', 'audiobook', 'literature']	23203	paperback	short stories	fiction	literary fiction	adult fiction	adult	audiobook	literature
6153	['chick lit', 'mystery', 'romance', 'fiction', 'contemporary', 'adult', 'humor']	23217	paperback	chick lit	mystery	romance	fiction	contemporary	adult	humor
6154	['writing', 'nonfiction', 'reference', 'crafts']	23206	paperback	writing	nonfiction	reference	crafts			
6155	['fiction', 'romance', 'contemporary', 'historical fiction', 'adult fiction', 'novels', 'audiobook']	23204	paperback	fiction	romance	contemporary	historical fiction	adult fiction	novels	audiobook
6156	['young adult', 'paranormal', 'romance', 'fantasy', 'mystery', 'teen', 'supernatural']	23218	paperback	young adult	paranormal	romance	fantasy	mystery	teen	supernatural
6157	['chick lit', 'romance', 'fiction', 'contemporary', 'adult', 'contemporary romance', 'young adult']	23219	hardcover	chick lit	romance	fiction	contemporary	adult	contemporary romance	young adult
6158	['chick lit', 'mystery', 'romance', 'fiction', 'contemporary', 'adult', 'young adult']	23220	paperback	chick lit	mystery	romance	fiction	contemporary	adult	young adult
6159	['young adult', 'romance', 'chick lit', 'contemporary', 'fiction', 'teen', 'realistic fiction']	23221	hardcover	young adult	romance	chick lit	contemporary	fiction	teen	realistic fiction
6160	['young adult', 'romance', 'fiction', 'chick lit', 'contemporary', 'teen', 'humor']	23222	hardcover	young adult	romance	fiction	chick lit	contemporary	teen	humor
6161	['young adult', 'paranormal', 'fantasy', 'romance', 'ghosts', 'fiction', 'supernatural']	23224	paperback	young adult	paranormal	fantasy	romance	ghosts	fiction	supernatural
6162	['chick lit', 'romance', 'contemporary', 'fiction', 'contemporary romance', 'adult', 'humor']	23226	paperback	chick lit	romance	contemporary	fiction	contemporary romance	adult	humor
6163	['young adult', 'contemporary', 'fiction', 'teen', 'romance', 'travel', 'realistic fiction']	23227	hardcover	young adult	contemporary	fiction	teen	romance	travel	realistic fiction
6164	['young adult', 'lgbt', 'romance', 'fiction', 'contemporary', 'queer', 'gay']	23228	paperback	young adult	lgbt	romance	fiction	contemporary	queer	gay
6165	['young adult', 'poetry', 'lgbt', 'fiction', 'contemporary', 'romance', 'queer']	23232	paperback	young adult	poetry	lgbt	fiction	contemporary	romance	queer
6166	['short stories', 'young adult', 'contemporary', 'anthologies', 'realistic fiction', 'fiction', 'lgbt']	23229	paperback	short stories	young adult	contemporary	anthologies	realistic fiction	fiction	lgbt
6167	['poetry', 'anthologies']	23235	paperback	poetry	anthologies					
6168	['romance', 'young adult', 'contemporary', 'fiction', 'media tie in', 'high school', 'humor']	23233	paperback	romance	young adult	contemporary	fiction	media tie in	high school	humor
6169	['romance', 'paranormal', 'paranormal romance', 'fantasy', 'chick lit', 'contemporary', 'mythology']	23236	paperback	romance	paranormal	paranormal romance	fantasy	chick lit	contemporary	mythology
6170	['mystery', 'chick lit', 'romance', 'romantic suspense', 'contemporary', 'suspense', 'fiction']	23237	paperback	mystery	chick lit	romance	romantic suspense	contemporary	suspense	fiction
6171	['romance', 'paranormal romance', 'paranormal', 'fantasy', 'contemporary', 'chick lit', 'shapeshifters']	23238	paperback	romance	paranormal romance	paranormal	fantasy	contemporary	chick lit	shapeshifters
6172	['paranormal', 'fantasy', 'urban fantasy', 'fiction', 'demons', 'humor', 'chick lit']	23239	paperback	paranormal	fantasy	urban fantasy	fiction	demons	humor	chick lit
6173	['romance', 'paranormal', 'fantasy', 'paranormal romance', 'chick lit', 'fiction', 'superheroes']	23240	paperback	romance	paranormal	fantasy	paranormal romance	chick lit	fiction	superheroes
6174	['romance', 'paranormal', 'fantasy', 'paranormal romance', 'chick lit', 'fiction', 'superheroes']	23243	paperback	romance	paranormal	fantasy	paranormal romance	chick lit	fiction	superheroes
6175	['fantasy', 'fiction', 'urban fantasy', 'horror', 'ghosts', 'speculative fiction', 'paranormal']	23249	paperback	fantasy	fiction	urban fantasy	horror	ghosts	speculative fiction	paranormal
6176	['paranormal', 'fantasy', 'urban fantasy', 'fiction', 'demons', 'chick lit', 'humor']	23244	paperback	paranormal	fantasy	urban fantasy	fiction	demons	chick lit	humor
6177	['young adult', 'paranormal', 'vampires', 'fantasy', 'paranormal romance', 'supernatural', 'romance']	23242	paperback	young adult	paranormal	vampires	fantasy	paranormal romance	supernatural	romance
6178	[]	23265	paperback							
6179	['philosophy', 'nonfiction', 'history', 'reference', 'theory']	23257	paperback	philosophy	nonfiction	history	reference	theory		
6180	['philosophy', 'history', 'nonfiction']	23260	paperback	philosophy	history	nonfiction				
6181	['philosophy', 'history', 'nonfiction', 'reference', 'art', 'science', 'humanities']	23261	paperback	philosophy	history	nonfiction	reference	art	science	humanities
6182	[]	23276	hardcover							
6183	['classics', 'fiction', 'short stories', 'ireland', 'literature', 'irish literature', '20th century']	23290	paperback	classics	fiction	short stories	ireland	literature	irish literature	20th century
6184	['classics', 'fiction', 'short stories', 'ireland', 'literature', 'irish literature', '20th century']	23292	paperback	classics	fiction	short stories	ireland	literature	irish literature	20th century
6185	['classics', 'fiction', 'short stories', 'ireland', 'literature', 'irish literature', '20th century']	23293	audio	classics	fiction	short stories	ireland	literature	irish literature	20th century
6186	['reference']	23297	paperback	reference						
6187	['fantasy', 'adventure', 'middle grade', 'mystery', 'childrens', 'fiction', 'time travel']	23300	hardcover	fantasy	adventure	middle grade	mystery	childrens	fiction	time travel
6188	['history', 'biography', 'nonfiction', 'civil war', 'presidents', 'war', 'american history']	23303	hardcover	history	biography	nonfiction	civil war	presidents	war	american history
6189	['biography', 'history', 'presidents', 'nonfiction', 'american history', 'civil war', 'us presidents']	23307	hardcover	biography	history	presidents	nonfiction	american history	civil war	us presidents
6190	['nonfiction', 'literature', 'reference', 'criticism', 'literary criticism']	23310	paperback	nonfiction	literature	reference	criticism	literary criticism		
6191	['ireland']	23315	paperback	ireland						
6192	['travel', 'nonfiction', 'humor', 'ireland', 'memoir', 'comedy', 'biography']	23316	paperback	travel	nonfiction	humor	ireland	memoir	comedy	biography
6193	['spirituality', 'nonfiction', 'psychology', 'religion', 'philosophy', 'self help', 'personal development']	23318	paperback	spirituality	nonfiction	psychology	religion	philosophy	self help	personal development
6194	[]	23331	hardcover							
6195	['history', 'nonfiction', 'travel', 'greece']	23314	paperback	history	nonfiction	travel	greece			
6196	['spirituality', 'psychology', 'nonfiction', 'philosophy', 'self help', 'personal development', 'science']	23319	paperback	spirituality	psychology	nonfiction	philosophy	self help	personal development	science
6197	['spirituality', 'psychology', 'philosophy', 'nonfiction', 'self help', 'religion', 'personal development']	23322	paperback	spirituality	psychology	philosophy	nonfiction	self help	religion	personal development
6198	['literary criticism', 'fiction', 'classics']	23336	hardcover	literary criticism	fiction	classics				
6199	['fiction', 'classics', 'young adult', 'school', 'literature', 'dystopia', 'read for school']	23352	hardcover	fiction	classics	young adult	school	literature	dystopia	read for school
6200	['childrens', 'picture books', 'family', 'fiction']	23377	board book	childrens	picture books	family	fiction			
6201	['science fiction', 'space opera', 'fantasy', 'fiction', 'science fiction fantasy', 'adventure', 'aliens']	23391	paperback	science fiction	space opera	fantasy	fiction	science fiction fantasy	adventure	aliens
6202	['christmas', 'picture books', 'childrens', 'counting', 'holiday', 'storytime', 'fiction']	23378	hardcover	christmas	picture books	childrens	counting	holiday	storytime	fiction
6203	['science fiction', 'fiction', 'aliens', 'fantasy', 'humor', 'animals', 'space']	23392	paperback	science fiction	fiction	aliens	fantasy	humor	animals	space
6204	['middle grade', 'humor', 'mystery', 'childrens', 'fiction', 'juvenile', 'young adult']	23404	paperback	middle grade	humor	mystery	childrens	fiction	juvenile	young adult
6205	['science fiction', 'fiction', 'fantasy', 'adventure', 'science fiction fantasy', 'space opera', 'aliens']	23393	paperback	science fiction	fiction	fantasy	adventure	science fiction fantasy	space opera	aliens
6206	['science fiction', 'fiction', 'fantasy', 'audiobook', 'mystery', 'science fiction fantasy', 'adventure']	23398	hardcover	science fiction	fiction	fantasy	audiobook	mystery	science fiction fantasy	adventure
6207	['architecture', 'nonfiction', 'philosophy', 'art', 'design', 'psychology', 'essays']	23418	hardcover	architecture	nonfiction	philosophy	art	design	psychology	essays
6208	['philosophy', 'nonfiction', 'self help', 'psychology', 'essays', 'history', 'audiobook']	23419	paperback	philosophy	nonfiction	self help	psychology	essays	history	audiobook
6209	['nonfiction']	23410	audio	nonfiction						
6210	['fiction', 'philosophy', 'contemporary', 'romance', 'novels', 'essays', 'relationships']	23421	paperback	fiction	philosophy	contemporary	romance	novels	essays	relationships
6211	['philosophy', 'nonfiction', 'self help', 'psychology', 'essays', 'history', 'audiobook']	23423	paperback	philosophy	nonfiction	self help	psychology	essays	history	audiobook
6212	['philosophy', 'nonfiction', 'self help', 'biography', 'literature', 'essays', 'psychology']	23420	paperback	philosophy	nonfiction	self help	biography	literature	essays	psychology
6213	['philosophy', 'nonfiction', 'psychology', 'sociology', 'self help', 'essays', 'personal development']	23425	paperback	philosophy	nonfiction	psychology	sociology	self help	essays	personal development
6214	['historical fiction', 'fiction', 'war', 'italy', 'historical', 'world war ii', 'african american']	23438	paperback	historical fiction	fiction	war	italy	historical	world war ii	african american
6215	['fantasy', 'dragonlance', 'fiction', 'dragons', 'high fantasy', 'science fiction fantasy', 'epic fantasy']	23453	hardcover	fantasy	dragonlance	fiction	dragons	high fantasy	science fiction fantasy	epic fantasy
6216	['nonfiction', 'memoir', 'biography', 'race', 'african american', 'biography memoir', 'school']	23439	paperback	nonfiction	memoir	biography	race	african american	biography memoir	school
6217	['fantasy', 'dragonlance', 'fiction', 'dragons', 'high fantasy', 'science fiction fantasy', 'epic fantasy']	23454	paperback	fantasy	dragonlance	fiction	dragons	high fantasy	science fiction fantasy	epic fantasy
6218	['philosophy', 'fiction', 'romance', 'psychology', 'love', 'essays', 'relationships']	23426	paperback	philosophy	fiction	romance	psychology	love	essays	relationships
6219	['fantasy', 'dragons', 'fiction', 'paranormal', 'epic fantasy', 'science fiction', 'lgbt']	23460	paperback	fantasy	dragons	fiction	paranormal	epic fantasy	science fiction	lgbt
6220	[]	23479	library binding							
6221	['nonfiction', 'art', 'writing', 'theatre', 'plays', 'essays', 'philosophy']	23468	paperback	nonfiction	art	writing	theatre	plays	essays	philosophy
6222	['health', 'food', 'nonfiction', 'cookbooks', 'cooking', 'self help']	23475	paperback	health	food	nonfiction	cookbooks	cooking	self help	
6223	['fantasy', 'lgbt', 'fiction', 'queer', 'science fiction fantasy', 'science fiction', 'high fantasy']	23461	paperback	fantasy	lgbt	fiction	queer	science fiction fantasy	science fiction	high fantasy
6224	['fiction', 'science fiction', 'classics', 'literature', 'novels', 'contemporary', 'humor']	23491	hardcover	fiction	science fiction	classics	literature	novels	contemporary	humor
6225	['manga', 'art', 'anime', 'nonfiction', 'shonen']	23504	hardcover	manga	art	anime	nonfiction	shonen		
6226	['historical fiction', 'fiction', 'historical', 'romance', 'audiobook', '18th century', 'adult']	23503	paperback	historical fiction	fiction	historical	romance	audiobook	18th century	adult
6227	['manga', 'fantasy', 'comics', 'graphic novels', 'fiction', 'shonen', 'steampunk']	23506	paperback	manga	fantasy	comics	graphic novels	fiction	shonen	steampunk
6228	['fiction', 'classics', 'literature', 'novels', 'travel', 'american', 'philosophy']	23492	paperback	fiction	classics	literature	novels	travel	american	philosophy
6229	['science', 'astronomy', 'nonfiction', 'space', 'physics', 'reference', 'popular science']	23515	paperback	science	astronomy	nonfiction	space	physics	reference	popular science
6230	['astronomy', 'science', 'nonfiction', 'physics', 'space', 'reference', 'education']	23516	paperback	astronomy	science	nonfiction	physics	space	reference	education
6231	['astronomy', 'science', 'textbooks', 'nonfiction', 'physics', 'space', 'reference']	23517	paperback	astronomy	science	textbooks	nonfiction	physics	space	reference
6232	['science', 'nonfiction', 'astronomy', 'space', 'skepticism', 'physics', 'history']	23518	paperback	science	nonfiction	astronomy	space	skepticism	physics	history
6233	['mythology', 'greek mythology', 'nonfiction', 'history', 'classics', 'greece', 'religion']	23520	hardcover	mythology	greek mythology	nonfiction	history	classics	greece	religion
6234	['mythology', 'classics', 'nonfiction', 'history', 'reference', 'greek mythology', 'religion']	23522	paperback	mythology	classics	nonfiction	history	reference	greek mythology	religion
6235	['mythology', 'classics', 'nonfiction', 'history', 'reference', 'greek mythology', 'religion']	23521	paperback	mythology	classics	nonfiction	history	reference	greek mythology	religion
6236	['mythology', 'history', 'nonfiction', 'religion', 'reference', 'folklore', 'paganism']	23525	paperback	mythology	history	nonfiction	religion	reference	folklore	paganism
6237	['comics', 'art', 'graphic novels', 'dc comics', 'nonfiction', 'superheroes', 'comic book']	23524	paperback	comics	art	graphic novels	dc comics	nonfiction	superheroes	comic book
6238	['mythology', 'childrens', 'history', 'classics', 'reference', 'short stories', 'education']	23526	paperback	mythology	childrens	history	classics	reference	short stories	education
6239	['business', 'nonfiction', 'management', 'education', 'humor', 'biography', 'autobiography']	23533	paperback	business	nonfiction	management	education	humor	biography	autobiography
6240	['history', 'israel', 'nonfiction']	23545	paperback	history	israel	nonfiction				
6241	['science', 'astronomy', 'nonfiction', 'textbooks', 'physics', 'space', 'education']	23512	hardcover	science	astronomy	nonfiction	textbooks	physics	space	education
6242	['humor', 'nonfiction', 'politics', 'comedy', 'history', 'audiobook', 'american history']	23547	paperback	humor	nonfiction	politics	comedy	history	audiobook	american history
6243	['history', 'childrens', 'nonfiction', 'picture books', 'american history', 'education', 'anthologies']	23548	hardcover	history	childrens	nonfiction	picture books	american history	education	anthologies
6244	['historical fiction', 'young adult', 'historical', 'world war ii', 'middle grade', 'childrens', 'war']	23549	hardcover	historical fiction	young adult	historical	world war ii	middle grade	childrens	war
6245	[]	23552	hardcover							
6246	['travel', 'nonfiction', 'reference', 'memoir']	23573	paperback	travel	nonfiction	reference	memoir			
6247	['film', 'nonfiction', 'humor', 'reference', 'media tie in']	23563	paperback	film	nonfiction	humor	reference	media tie in		
6248	['film', 'nonfiction', 'media tie in', 'essays', 'criticism', 'art', 'pop culture']	23558	hardcover	film	nonfiction	media tie in	essays	criticism	art	pop culture
6249	['politics', 'humor', 'nonfiction', 'comedy', 'history', 'audiobook', '21st century']	23576	paperback	politics	humor	nonfiction	comedy	history	audiobook	21st century
6250	['humor', 'politics', 'nonfiction']	23581	paperback	humor	politics	nonfiction				
6251	['nonfiction', 'politics', 'humor', 'comedy', 'history', 'audiobook', 'political science']	23577	paperback	nonfiction	politics	humor	comedy	history	audiobook	political science
6252	['humor', 'fiction', 'politics', 'self help']	23582	audio	humor	fiction	politics	self help			
6253	['humor', 'fiction', 'politics', 'self help']	23584	paperback	humor	fiction	politics	self help			
6254	['art', 'fantasy', 'reference', 'fiction', 'science fiction fantasy', 'speculative fiction', 'writing']	23588	paperback	art	fantasy	reference	fiction	science fiction fantasy	speculative fiction	writing
6255	['nonfiction', 'reference', 'biography']	23589	hardcover	nonfiction	reference	biography				
6256	['fantasy', 'fiction', 'classics', 'high fantasy', 'epic fantasy', 'adventure', 'science fiction fantasy']	23591	hardcover	fantasy	fiction	classics	high fantasy	epic fantasy	adventure	science fiction fantasy
6257	['nonfiction', 'reference', 'biography']	23598	hardcover	nonfiction	reference	biography				
6258	['fantasy', 'fiction', 'classics', 'reference', 'high fantasy', 'epic fantasy', 'literature']	23600	hardcover	fantasy	fiction	classics	reference	high fantasy	epic fantasy	literature
6259	['fantasy', 'reference']	23601	hardcover	fantasy	reference					
