	genre	bookID	format	0	1	2	3	4	5	6
0	['fantasy', 'young adult', 'fiction', 'magic', 'childrens', 'audiobook', 'adventure']	1	paperback	fantasy	young adult	fiction	magic	childrens	audiobook	adventure
1	['fantasy', 'fiction', 'young adult', 'magic', 'childrens', 'middle grade', 'audiobook']	5	paperback	fantasy	fiction	young adult	magic	childrens	middle grade	audiobook
2	['fantasy', 'young adult', 'fiction', 'magic', 'childrens', 'audiobook', 'adventure']	2	paperback	fantasy	young adult	fiction	magic	childrens	audiobook	adventure
3	[]	9	paperback							
4	['fantasy', 'young adult', 'fiction', 'magic', 'adventure', 'childrens', 'supernatural']	8	paperback	fantasy	young adult	fiction	magic	adventure	childrens	supernatural
5	['fantasy', 'fiction', 'young adult', 'magic', 'childrens', 'classics', 'adventure']	10	hardcover	fantasy	fiction	young adult	magic	childrens	classics	adventure
6	['fantasy', 'fiction', 'young adult', 'magic', 'childrens', 'middle grade', 'audiobook']	4	hardcover	fantasy	fiction	young adult	magic	childrens	middle grade	audiobook
7	['science fiction', 'fiction', 'humor', 'fantasy', 'classics', 'comedy', 'science fiction fantasy']	12	leather bound	science fiction	fiction	humor	fantasy	classics	comedy	science fiction fantasy
8	['science fiction', 'fiction', 'humor', 'fantasy', 'classics', 'comedy', 'science fiction fantasy']	13	paperback	science fiction	fiction	humor	fantasy	classics	comedy	science fiction fantasy
9	['science fiction', 'fiction', 'humor', 'fantasy', 'comedy', 'science fiction fantasy', 'audiobook']	14	hardcover	science fiction	fiction	humor	fantasy	comedy	science fiction fantasy	audiobook
10	['science fiction', 'fiction', 'humor', 'fantasy', 'classics', 'comedy', 'science fiction fantasy']	18	hardcover	science fiction	fiction	humor	fantasy	classics	comedy	science fiction fantasy
11	['science fiction', 'fiction', 'humor', 'fantasy', 'comedy', 'science fiction fantasy', 'audiobook']	16	audio	science fiction	fiction	humor	fantasy	comedy	science fiction fantasy	audiobook
12	['travel', 'nonfiction', 'africa', 'memoir', 'humor', 'kenya', 'biography']	22	hardcover	travel	nonfiction	africa	memoir	humor	kenya	biography
13	['nonfiction', 'science', 'history', 'audiobook', 'humor', 'physics', 'popular science']	21	paperback	nonfiction	science	history	audiobook	humor	physics	popular science
14	['nonfiction', 'writing', 'language', 'reference', 'linguistics', 'humor', 'words']	23	paperback	nonfiction	writing	language	reference	linguistics	humor	words
15	['nonfiction', 'travel', 'humor', 'memoir', 'essays', 'biography', 'audiobook']	25	paperback	nonfiction	travel	humor	memoir	essays	biography	audiobook
16	['travel', 'nonfiction', 'humor', 'australia', 'memoir', 'audiobook', 'history']	24	paperback	travel	nonfiction	humor	australia	memoir	audiobook	history
17	['travel', 'nonfiction', 'humor', 'memoir', 'audiobook', 'american', 'biography']	26	paperback	travel	nonfiction	humor	memoir	audiobook	american	biography
18	['travel', 'nonfiction', 'humor', 'memoir', 'biography', 'audiobook', 'travelogue']	27	paperback	travel	nonfiction	humor	memoir	biography	audiobook	travelogue
19	['travel', 'nonfiction', 'humor', 'memoir', 'british literature', 'biography', 'audiobook']	28	paperback	travel	nonfiction	humor	memoir	british literature	biography	audiobook
20	['nonfiction', 'history', 'language', 'linguistics', 'humor', 'audiobook', 'writing']	29	paperback	nonfiction	history	language	linguistics	humor	audiobook	writing
21	['fantasy', 'classics', 'fiction', 'adventure', 'science fiction fantasy', 'high fantasy', 'epic fantasy']	31	hardcover	fantasy	classics	fiction	adventure	science fiction fantasy	high fantasy	epic fantasy
22	['fantasy', 'fiction', 'classics', 'adventure', 'science fiction fantasy', 'epic fantasy', 'high fantasy']	30	paperback	fantasy	fiction	classics	adventure	science fiction fantasy	epic fantasy	high fantasy
23	['fantasy', 'classics', 'fiction', 'adventure', 'high fantasy', 'science fiction fantasy', 'epic fantasy']	34	paperback	fantasy	classics	fiction	adventure	high fantasy	science fiction fantasy	epic fantasy
24	['fantasy', 'film', 'reference', 'media tie in']	37	paperback	fantasy	film	reference	media tie in			
25	['fantasy', 'fiction', 'art', 'reference', 'media tie in', 'film', 'classics']	36	paperback	fantasy	fiction	art	reference	media tie in	film	classics
26	['programming', 'technology', 'nonfiction', 'technical', 'reference', 'software', 'computers']	45	paperback	programming	technology	nonfiction	technical	reference	software	computers
27	['fantasy', 'classics', 'fiction', 'adventure', 'science fiction fantasy', 'high fantasy', 'epic fantasy']	35	hardcover	fantasy	classics	fiction	adventure	science fiction fantasy	high fantasy	epic fantasy
28	['fiction', 'young adult', 'classics', 'adventure', 'middle grade', 'survival', 'childrens']	50	hardcover	fiction	young adult	classics	adventure	middle grade	survival	childrens
29	[]	51	paperback							
30	[]	54	paperback							
31	['nonfiction', 'biography', 'survival', 'adventure', 'memoir', 'biography memoir', 'autobiography']	53	hardcover	nonfiction	biography	survival	adventure	memoir	biography memoir	autobiography
32	['nonfiction', 'essays', 'literary criticism', 'criticism', 'books about books', 'writing']	55	paperback	nonfiction	essays	literary criticism	criticism	books about books	writing	
33	['romance', 'paranormal', 'anthologies', 'erotica', 'paranormal romance', 'fantasy', 'shapeshifters']	57	paperback	romance	paranormal	anthologies	erotica	paranormal romance	fantasy	shapeshifters
34	['fiction', 'young adult', 'fantasy', 'childrens', 'middle grade', 'juvenile', 'coming of age']	61	paperback	fiction	young adult	fantasy	childrens	middle grade	juvenile	coming of age
35	['fantasy', 'young adult', 'fiction', 'urban fantasy', 'fairies', 'middle grade', 'childrens']	58	hardcover	fantasy	young adult	fiction	urban fantasy	fairies	middle grade	childrens
36	['fantasy', 'young adult', 'fiction', 'romance', 'magic', 'mermaids', 'high fantasy']	59	paperback	fantasy	young adult	fiction	romance	magic	mermaids	high fantasy
37	['historical fiction', 'fiction', 'fantasy', 'ireland', 'historical', '14th century', 'medieval']	63	paperback	historical fiction	fiction	fantasy	ireland	historical	14th century	medieval
38	['historical fiction', 'romance', 'fiction', 'historical romance', 'historical', 'british literature', 'gothic']	66	paperback	historical fiction	romance	fiction	historical romance	historical	british literature	gothic
39	['fiction', 'historical fiction', 'african american', 'historical', 'literature', 'literary fiction', 'novels']	68	audio	fiction	historical fiction	african american	historical	literature	literary fiction	novels
40	['fiction', 'historical fiction', 'african american', 'historical', 'literature', 'literary fiction', 'novels']	69	paperback	fiction	historical fiction	african american	historical	literature	literary fiction	novels
41	['fiction', 'historical fiction', 'african american', 'historical', 'literature', 'literary fiction', 'novels']	67	paperback	fiction	historical fiction	african american	historical	literature	literary fiction	novels
42	['finance', 'economics', 'business', 'nonfiction', 'money', 'history']	71	paperback	finance	economics	business	nonfiction	money	history	
43	['fantasy', 'role playing games']	72	hardcover	fantasy	role playing games					
44	['nonfiction', 'essays', 'journalism', 'history', 'nature', 'science', 'writing']	74	paperback	nonfiction	essays	journalism	history	nature	science	writing
45	['nonfiction', 'essays', 'travel', 'history', 'transport', 'business', 'economics']	75	hardcover	nonfiction	essays	travel	history	transport	business	economics
46	['nonfiction', 'medicine', 'medical', 'essays', 'health', 'biography', 'science']	76	paperback	nonfiction	medicine	medical	essays	health	biography	science
47	['nonfiction', 'science', 'nature', 'history', 'environment', 'essays', 'geology']	77	paperback	nonfiction	science	nature	history	environment	essays	geology
48	['science', 'nonfiction', 'geology', 'history', 'nature', 'natural history', 'travel']	78	paperback	science	nonfiction	geology	history	nature	natural history	travel
49	['nonfiction', 'travel', 'nature', 'history', 'science', 'environment', 'adventure']	79	paperback	nonfiction	travel	nature	history	science	environment	adventure
50	['nonfiction', 'history', 'travel', 'essays', 'military fiction', 'war', 'military history']	80	paperback	nonfiction	history	travel	essays	military fiction	war	military history
51	['nonfiction', 'science', 'geology', 'history', 'nature', 'natural history', 'travel']	83	paperback	nonfiction	science	geology	history	nature	natural history	travel
52	['nonfiction', 'essays', 'writing', 'history', 'american', 'nature', 'journalism']	81	paperback	nonfiction	essays	writing	history	american	nature	journalism
53	['teaching']	89	paperback	teaching						
54	['plays', 'drama', 'fiction', 'theatre', 'feminism', 'read for school', 'womens']	85	paperback	plays	drama	fiction	theatre	feminism	read for school	womens
55	['plays', 'drama', 'theatre', 'fiction', 'feminism', 'adult', 'humor']	86	paperback	plays	drama	theatre	fiction	feminism	adult	humor
56	['crafts', 'beading', 'nonfiction']	90	paperback	crafts	beading	nonfiction				
57	['education', 'teaching', 'nonfiction']	92	paperback	education	teaching	nonfiction				
58	['christian', 'biography', 'nonfiction', 'faith', 'christianity', 'spirituality', 'religion']	91	paperback	christian	biography	nonfiction	faith	christianity	spirituality	religion
59	['education', 'teaching']	94	paperback	education	teaching					
60	['classics', 'fiction', 'childrens', 'young adult', 'historical fiction', 'middle grade', 'historical']	93	paperback	classics	fiction	childrens	young adult	historical fiction	middle grade	historical
61	['christian', 'biography', 'nonfiction', 'faith', 'christianity', 'spirituality', 'religion']	96	paperback	christian	biography	nonfiction	faith	christianity	spirituality	religion
62	['parenting', 'nonfiction', 'reference', 'self help', 'health', 'family', 'childrens']	98	paperback	parenting	nonfiction	reference	self help	health	family	childrens
63	['self help']	99	paperback	self help						
64	['crafts', 'nonfiction', 'reference', 'beading', 'jewellery', 'jewellery making']	100	paperback	crafts	nonfiction	reference	beading	jewellery	jewellery making	
65	['science fiction', 'fiction', 'fantasy', 'science fiction fantasy', 'classics', 'space opera', 'audiobook']	105	paperback	science fiction	fiction	fantasy	science fiction fantasy	classics	space opera	audiobook
66	['science fiction', 'fiction', 'fantasy', 'science fiction fantasy', 'classics', 'space opera', 'audiobook']	103	paperback	science fiction	fiction	fantasy	science fiction fantasy	classics	space opera	audiobook
67	['biography', 'nonfiction', 'science fiction fantasy', 'autobiography', 'memoir', 'philosophy', 'biography memoir']	107	paperback	biography	nonfiction	science fiction fantasy	autobiography	memoir	philosophy	biography memoir
68	['science fiction', 'fiction', 'fantasy', 'classics', 'science fiction fantasy', 'audiobook', 'space opera']	106	paperback	science fiction	fiction	fantasy	classics	science fiction fantasy	audiobook	space opera
69	['science fiction', 'fiction', 'fantasy', 'science fiction fantasy', 'classics', 'space opera', 'audiobook']	109	hardcover	science fiction	fiction	fantasy	science fiction fantasy	classics	space opera	audiobook
70	['science fiction', 'fiction', 'fantasy', 'science fiction fantasy', 'classics', 'space opera', 'audiobook']	117	paperback	science fiction	fiction	fantasy	science fiction fantasy	classics	space opera	audiobook
71	['science fiction', 'fiction', 'fantasy', 'science fiction fantasy', 'short stories', 'space opera', 'anthologies']	110	paperback	science fiction	fiction	fantasy	science fiction fantasy	short stories	space opera	anthologies
72	['business', 'leadership', 'self help']	129	paperback	business	leadership	self help				
73	['fiction', 'historical fiction', 'africa', 'classics', 'south africa', 'coming of age', 'historical']	122	paperback	fiction	historical fiction	africa	classics	south africa	coming of age	historical
74	['fantasy', 'art', 'fiction', 'classics', 'film', 'media tie in', 'adventure']	119	hardcover	fantasy	art	fiction	classics	film	media tie in	adventure
75	['fiction', 'historical fiction', 'africa', 'classics', 'south africa', 'coming of age', 'historical']	123	hardcover	fiction	historical fiction	africa	classics	south africa	coming of age	historical
76	[]	131	paperback							
77	['business', 'nonfiction', 'self help', 'productivity', 'leadership', 'audiobook']	130	hardcover	business	nonfiction	self help	productivity	leadership	audiobook	
78	[]	135	paperback							
79	['reference', 'nonfiction', 'business', 'computers', 'how to', 'technology', 'internet']	133	paperback	reference	nonfiction	business	computers	how to	technology	internet
80	['business']	132	paperback	business						
81	['business', 'nonfiction', 'reference']	137	paperback	business	nonfiction	reference				
82	[]	138	paperback							
83	['horror', 'business']	139	paperback	horror	business					
84	['reference']	140	paperback	reference						
85	['programming', 'computers', 'coding', 'software', 'technology', 'nonfiction', 'reference']	141	paperback	programming	computers	coding	software	technology	nonfiction	reference
86	[]	144	paperback							
87	['reference', 'programming']	147	paperback	reference	programming					
88	['cookbooks', 'nonfiction']	142	paperback	cookbooks	nonfiction					
89	['classics', 'fiction', 'romance', 'russia', 'historical fiction', 'russian literature', 'literature']	151	paperback	classics	fiction	romance	russia	historical fiction	russian literature	literature
90	[]	154	paperback							
91	['classics', 'fiction', 'romance', 'russia', 'historical fiction', 'russian literature', 'literature']	152	paperback	classics	fiction	romance	russia	historical fiction	russian literature	literature
92	['classics', 'fiction', 'romance', 'russia', 'historical fiction', 'russian literature', 'literature']	153	paperback	classics	fiction	romance	russia	historical fiction	russian literature	literature
93	['classics', 'fiction', 'romance', 'russia', 'historical fiction', 'russian literature', 'literature']	155	paperback	classics	fiction	romance	russia	historical fiction	russian literature	literature
94	['classics', 'fiction', 'romance', 'russia', 'historical fiction', 'russian literature', 'literature']	156	paperback	classics	fiction	romance	russia	historical fiction	russian literature	literature
95	['classics', 'fiction', 'romance', 'russia', 'historical fiction', 'russian literature', 'literature']	157	hardcover	classics	fiction	romance	russia	historical fiction	russian literature	literature
96	['fiction', 'books about books', 'contemporary', 'womens', 'chick lit', 'the united states of america', 'novels']	159	hardcover	fiction	books about books	contemporary	womens	chick lit	the united states of america	novels
97	['classics', 'fiction', 'russia', 'russian literature', 'literature', 'novels', 'unfinished']	160	paperback	classics	fiction	russia	russian literature	literature	novels	unfinished
98	['fiction', 'classics', 'historical fiction', 'indian literature', 'asia', 'literature', 'school']	162	paperback	fiction	classics	historical fiction	indian literature	asia	literature	school
99	['fiction', 'historical fiction', 'ireland', 'espionage', 'irish literature', 'novels', 'literary fiction']	163	paperback	fiction	historical fiction	ireland	espionage	irish literature	novels	literary fiction
100	['nonfiction', 'history', 'true crime', 'crime', 'memoir', 'biography', 'biography memoir']	164	hardcover	nonfiction	history	true crime	crime	memoir	biography	biography memoir
101	['asia']	166	paperback	asia						
102	['india', 'nonfiction', 'biography memoir', 'memoir', 'biography', 'history', 'autobiography']	165	hardcover	india	nonfiction	biography memoir	memoir	biography	history	autobiography
103	[]	171	paperback							
104	['politics', 'india', 'biography', 'nonfiction', 'memoir', 'history', 'biography memoir']	168	hardcover	politics	india	biography	nonfiction	memoir	history	biography memoir
105	['science', 'physics', 'nonfiction', 'astronomy', 'history', 'biography', 'space']	180	paperback	science	physics	nonfiction	astronomy	history	biography	space
106	[]	177	paperback							
107	[]	182	paperback							
108	['fantasy', 'fiction', 'classics', 'young adult', 'science fiction', 'childrens', 'middle grade']	181	hardcover	fantasy	fiction	classics	young adult	science fiction	childrens	middle grade
109	['fantasy', 'fiction', 'classics', 'young adult', 'science fiction', 'childrens', 'middle grade']	201	paperback	fantasy	fiction	classics	young adult	science fiction	childrens	middle grade
110	['historical fiction', 'historical', 'fiction', 'romance', 'british literature', 'historical romance']	204	paperback	historical fiction	historical	fiction	romance	british literature	historical romance	
111	['mystery', 'historical fiction', 'fiction', 'historical mystery', 'historical', 'british literature', 'crime']	205	hardcover	mystery	historical fiction	fiction	historical mystery	historical	british literature	crime
112	['travel', 'nonfiction', 'adventure', 'biography', 'memoir', 'travelogue', 'motorcycle']	207	paperback	travel	nonfiction	adventure	biography	memoir	travelogue	motorcycle
113	['fantasy', 'fiction', 'epic fantasy', 'high fantasy', 'science fiction fantasy', 'steampunk', 'science fiction']	208	hardcover	fantasy	fiction	epic fantasy	high fantasy	science fiction fantasy	steampunk	science fiction
114	['crime', 'fiction', 'mystery', 'noir', 'thriller', 'novels', 'hard boiled']	213	paperback	crime	fiction	mystery	noir	thriller	novels	hard boiled
115	['crime', 'fiction', 'mystery', 'noir', 'thriller', 'hard boiled', 'humor']	214	paperback	crime	fiction	mystery	noir	thriller	hard boiled	humor
116	['fiction', 'contemporary', 'novels', 'literary fiction', 'college', 'coming of age', 'literature']	231	paperback	fiction	contemporary	novels	literary fiction	college	coming of age	literature
117	['crime', 'fiction', 'mystery', 'noir', 'thriller', 'detective', 'novels']	216	paperback	crime	fiction	mystery	noir	thriller	detective	novels
118	['fiction', 'crime', 'mystery', 'noir', 'art', 'novels', 'thriller']	230	paperback	fiction	crime	mystery	noir	art	novels	thriller
119	['poetry', 'picture books', 'childrens', 'school']	237	hardcover	poetry	picture books	childrens	school			
120	['poetry', 'childrens', 'humor', 'anthologies', 'fiction']	244	paperback	poetry	childrens	humor	anthologies	fiction		
121	['writing', 'nonfiction', 'biography', 'philosophy', 'literature', 'essays', 'classics']	245	paperback	writing	nonfiction	biography	philosophy	literature	essays	classics
122	['fiction', 'classics', 'literature', 'novels', 'banned books', 'american', 'erotica']	249	paperback	fiction	classics	literature	novels	banned books	american	erotica
123	['fiction', 'literature', 'classics', 'erotica', 'novels', 'american', 'the united states of america']	247	paperback	fiction	literature	classics	erotica	novels	american	the united states of america
124	['fiction', 'classics', 'literature', 'novels', 'american', 'erotica', 'the united states of america']	250	paperback	fiction	classics	literature	novels	american	erotica	the united states of america
125	['fiction', 'classics', 'literature', 'novels', 'erotica', 'american', '20th century']	252	paperback	fiction	classics	literature	novels	erotica	american	20th century
126	['fiction', 'literature', 'classics', 'novels', 'american', 'erotica', 'the united states of america']	251	paperback	fiction	literature	classics	novels	american	erotica	the united states of america
127	['fiction', 'classics', 'literature', '19th century', 'historical fiction', 'novels', 'romance']	264	paperback	fiction	classics	literature	19th century	historical fiction	novels	romance
128	['fiction', 'travel', 'literature', 'essays', 'classics', 'novels', 'the united states of america']	253	paperback	fiction	travel	literature	essays	classics	novels	the united states of america
129	['fiction', 'classics', 'literature', '19th century', 'historical fiction', 'novels', 'romance']	269	paperback	fiction	classics	literature	19th century	historical fiction	novels	romance
130	['nonfiction', 'writing', 'france', 'essays', 'literature', 'french literature', 'short stories']	277	paperback	nonfiction	writing	france	essays	literature	french literature	short stories
131	['fiction', 'france', 'classics', 'french literature', 'novels', 'literature', 'roman']	280	paperback	fiction	france	classics	french literature	novels	literature	roman
132	['biography', 'history']	288	paperback	biography	history					
133	['poetry', 'nonfiction', 'spirituality', 'romance']	285	hardcover	poetry	nonfiction	spirituality	romance			
134	['nonfiction', 'france', 'memoir', 'history', 'war', 'french literature', 'world war ii']	278	paperback	nonfiction	france	memoir	history	war	french literature	world war ii
135	['poetry', 'philosophy', 'classics', 'fiction', 'literature', 'spirituality', 'romance']	289	paperback	poetry	philosophy	classics	fiction	literature	spirituality	romance
136	['classics', 'poetry', 'fiction', 'romance', 'novels', 'philosophy', 'literature']	291	paperback	classics	poetry	fiction	romance	novels	philosophy	literature
137	['religion', 'poetry', 'philosophy', 'fiction', 'spirituality', 'classics', 'christianity']	290	hardcover	religion	poetry	philosophy	fiction	spirituality	classics	christianity
138	['poetry', 'philosophy', 'classics', 'fiction', 'spirituality', 'literature', 'religion']	292	hardcover	poetry	philosophy	classics	fiction	spirituality	literature	religion
139	['classics', 'fiction', 'adventure', 'historical fiction', 'young adult', 'childrens', 'pirates']	295	hardcover	classics	fiction	adventure	historical fiction	young adult	childrens	pirates
140	['classics', 'fiction', 'adventure', 'historical fiction', 'young adult', 'childrens', 'pirates']	297	paperback	classics	fiction	adventure	historical fiction	young adult	childrens	pirates
141	['classics', 'fiction', 'adventure', 'historical fiction', 'young adult', 'childrens', 'pirates']	296	hardcover	classics	fiction	adventure	historical fiction	young adult	childrens	pirates
142	['classics', 'fiction', 'adventure', 'historical fiction', 'young adult', 'childrens', 'pirates']	298	hardcover	classics	fiction	adventure	historical fiction	young adult	childrens	pirates
143	['classics', 'fiction', 'adventure', 'historical fiction', 'young adult', 'childrens', 'pirates']	299	hardcover	classics	fiction	adventure	historical fiction	young adult	childrens	pirates
144	['classics', 'fiction', 'adventure', 'childrens', 'pirates', 'young adult', 'literature']	302	library binding	classics	fiction	adventure	childrens	pirates	young adult	literature
145	['history', 'nonfiction', 'race', 'african american', 'historical', 'american history']	313	paperback	history	nonfiction	race	african american	historical	american history	
146	['fiction', 'magical realism', 'literature', 'fantasy', 'novels', 'historical fiction', 'spanish literature']	324	paperback	fiction	magical realism	literature	fantasy	novels	historical fiction	spanish literature
147	['picture books', 'childrens', 'fiction', 'poetry', 'classics', 'animals', 'humor']	330	hardcover	picture books	childrens	fiction	poetry	classics	animals	humor
148	['romance', 'historical romance', 'regency', 'historical', 'historical fiction', 'clean romance']	332	paperback	romance	historical romance	regency	historical	historical fiction	clean romance	
149	['realistic fiction', 'middle grade', 'young adult', 'childrens', 'fiction']	333	paperback	realistic fiction	middle grade	young adult	childrens	fiction		
150	['science fiction', 'fiction', 'time travel', 'science fiction fantasy', 'fantasy', 'classics', 'adventure']	348	paperback	science fiction	fiction	time travel	science fiction fantasy	fantasy	classics	adventure
151	['fiction', 'classics', 'historical fiction', 'horror', 'mystery', 'thriller', 'crime']	337	paperback	fiction	classics	historical fiction	horror	mystery	thriller	crime
152	['science fiction', 'fiction', 'classics', 'science fiction fantasy', 'fantasy', 'novels', 'speculative fiction']	350	paperback	science fiction	fiction	classics	science fiction fantasy	fantasy	novels	speculative fiction
153	['science fiction', 'fiction', 'science fiction fantasy', 'fantasy', 'time travel', 'classics', 'adventure']	354	paperback	science fiction	fiction	science fiction fantasy	fantasy	time travel	classics	adventure
154	['fiction', 'fantasy', 'science fiction', 'humor', 'mystery', 'comedy', 'science fiction fantasy']	357	paperback	fiction	fantasy	science fiction	humor	mystery	comedy	science fiction fantasy
155	['science fiction', 'fiction', 'young adult', 'science fiction fantasy', 'adventure', 'classics', 'juvenile']	356	hardcover	science fiction	fiction	young adult	science fiction fantasy	adventure	classics	juvenile
156	['science fiction', 'fiction', 'humor', 'fantasy', 'comedy', 'short stories', 'essays']	359	paperback	science fiction	fiction	humor	fantasy	comedy	short stories	essays
157	['fiction', 'science fiction', 'fantasy', 'humor', 'science fiction fantasy', 'space', 'adventure']	367	paperback	fiction	science fiction	fantasy	humor	science fiction fantasy	space	adventure
158	['biography', 'nonfiction', 'humor', 'biography memoir', 'unfinished', 'history', 'memoir']	362	paperback	biography	nonfiction	humor	biography memoir	unfinished	history	memoir
159	['science fiction', 'fiction', 'humor', 'fantasy', 'comedy', 'short stories', 'essays']	377	library binding	science fiction	fiction	humor	fantasy	comedy	short stories	essays
160	['plays', 'fantasy', 'read for school', 'childrens']	382	paperback	plays	fantasy	read for school	childrens			
161	['memoir', 'nonfiction', 'biography', 'poetry', 'biography memoir', 'autobiography', 'mental illness']	386	paperback	memoir	nonfiction	biography	poetry	biography memoir	autobiography	mental illness
162	['philosophy', 'nonfiction', 'essays', 'humor', 'psychology', 'politics', 'language']	385	hardcover	philosophy	nonfiction	essays	humor	psychology	politics	language
163	['history', 'nonfiction', 'civil war', 'american history', 'biography', 'presidents', 'politics']	394	paperback	history	nonfiction	civil war	american history	biography	presidents	politics
164	['science fiction', 'fiction', 'fantasy', 'science fiction fantasy', 'humor', 'religion', 'speculative fiction']	355	paperback	science fiction	fiction	fantasy	science fiction fantasy	humor	religion	speculative fiction
165	['fiction', 'novels', 'literature', 'american', 'literary fiction', 'classics', 'historical fiction']	399	paperback	fiction	novels	literature	american	literary fiction	classics	historical fiction
166	['fiction', 'historical fiction', 'novels', 'literature', 'american', 'literary fiction', 'politics']	400	paperback	fiction	historical fiction	novels	literature	american	literary fiction	politics
167	['history', 'nonfiction', 'politics', 'classics', 'civil war', 'american history', 'historical']	397	paperback	history	nonfiction	politics	classics	civil war	american history	historical
168	['fiction', 'novels', 'american', 'thriller', 'literature', '20th century', 'the united states of america']	404	paperback	fiction	novels	american	thriller	literature	20th century	the united states of america
169	['fiction', 'novels', 'american', 'literary fiction', '20th century', 'americana', 'contemporary']	403	paperback	fiction	novels	american	literary fiction	20th century	americana	contemporary
170	['fiction', 'contemporary', 'novels', 'american', 'literature', 'literary fiction', 'new york']	406	paperback	fiction	contemporary	novels	american	literature	literary fiction	new york
171	['fiction', 'music', '20th century', 'american', 'literature', 'novels', 'literary fiction']	407	paperback	fiction	music	20th century	american	literature	novels	literary fiction
172	['fiction', 'historical fiction', 'literature', 'novels', 'steampunk', 'american', 'science fiction']	409	hardcover	fiction	historical fiction	literature	novels	steampunk	american	science fiction
173	['fiction', 'classics', 'literature', 'novels', 'american', 'contemporary', 'literary fiction']	410	paperback	fiction	classics	literature	novels	american	contemporary	literary fiction
174	['fiction', 'novels', 'american', 'literature', 'greece', 'mystery', '20th century']	408	paperback	fiction	novels	american	literature	greece	mystery	20th century
175	['fiction', 'classics', 'literature', 'novels', 'american', 'mystery', 'literary fiction']	411	paperback	fiction	classics	literature	novels	american	mystery	literary fiction
176	['fiction', 'classics', 'science fiction', 'literature', 'historical fiction', 'novels', 'american']	412	paperback	fiction	classics	science fiction	literature	historical fiction	novels	american
177	['fiction', 'historical fiction', 'literature', 'novels', 'american', 'classics', 'literary fiction']	413	paperback	fiction	historical fiction	literature	novels	american	classics	literary fiction
178	['fiction', 'classics', 'science fiction', 'literature', 'historical fiction', 'novels', 'american']	415	paperback	fiction	classics	science fiction	literature	historical fiction	novels	american
179	['fiction', 'literature', 'american', 'novels', 'literary fiction', '20th century', 'classics']	414	paperback	fiction	literature	american	novels	literary fiction	20th century	classics
180	['fiction', 'novels', 'classics', 'literature', 'american', 'literary fiction', '20th century']	418	paperback	fiction	novels	classics	literature	american	literary fiction	20th century
181	['fiction', 'short stories', 'literature', 'american', '20th century', 'the united states of america', 'contemporary']	416	paperback	fiction	short stories	literature	american	20th century	the united states of america	contemporary
182	['nonfiction', 'memoir', 'biography', 'biography memoir', 'audiobook', 'death', 'autobiography']	420	hardcover	nonfiction	memoir	biography	biography memoir	audiobook	death	autobiography
183	['fiction', 'literary fiction', 'novels', 'contemporary', 'politics', 'literature', 'american']	422	paperback	fiction	literary fiction	novels	contemporary	politics	literature	american
184	['nonfiction', 'essays', 'memoir', 'classics', 'history', 'journalism', 'biography']	421	paperback	nonfiction	essays	memoir	classics	history	journalism	biography
185	['nonfiction', 'memoir', 'essays', 'history', 'biography', 'autobiography', 'american']	423	paperback	nonfiction	memoir	essays	history	biography	autobiography	american
186	['nonfiction', 'essays', 'memoir', 'classics', 'history', 'short stories', 'journalism']	424	paperback	nonfiction	essays	memoir	classics	history	short stories	journalism
187	['fiction', 'politics', 'historical fiction', 'novels', 'literature', 'literary fiction', 'american']	425	paperback	fiction	politics	historical fiction	novels	literature	literary fiction	american
188	['fiction', 'classics', 'literary fiction', 'contemporary', 'feminism', 'novels', 'literature']	428	paperback	fiction	classics	literary fiction	contemporary	feminism	novels	literature
189	['fiction', 'mystery', 'american', 'novels', 'literature', 'contemporary', 'new york']	431	paperback	fiction	mystery	american	novels	literature	contemporary	new york
190	['fiction', 'mystery', 'american', 'novels', 'literature', '20th century', 'crime']	434	paperback	fiction	mystery	american	novels	literature	20th century	crime
191	['nonfiction', 'essays', 'memoir', 'short stories', 'journalism', 'biography', 'classics']	426	hardcover	nonfiction	essays	memoir	short stories	journalism	biography	classics
192	['conspiracy theories', 'nonfiction']	444	paperback	conspiracy theories	nonfiction					
193	['fiction', 'mystery', 'american', 'literature', 'novels', 'contemporary', 'classics']	432	paperback	fiction	mystery	american	literature	novels	contemporary	classics
194	['fiction', 'american', 'contemporary', 'novels', 'the united states of america', 'literature', 'classics']	447	paperback	fiction	american	contemporary	novels	the united states of america	literature	classics
195	['fiction', 'mystery', 'literature', 'american', '20th century', 'novels', 'new york']	435	hardcover	fiction	mystery	literature	american	20th century	novels	new york
196	['fiction', 'contemporary', 'american', 'new york', 'novels', 'literature', 'the united states of america']	446	paperback	fiction	contemporary	american	new york	novels	literature	the united states of america
197	['nonfiction', 'short stories', 'essays', 'the united states of america', 'literature', 'memoir', 'american']	463	paperback	nonfiction	short stories	essays	the united states of america	literature	memoir	american
198	['fiction', 'novels', 'american', 'mystery', 'literature', 'contemporary', 'literary fiction']	454	hardcover	fiction	novels	american	mystery	literature	contemporary	literary fiction
199	[]	466	product bundle							
200	['fiction', 'american', 'literature', 'novels', 'the united states of america', 'contemporary', 'literary fiction']	453	paperback	fiction	american	literature	novels	the united states of america	contemporary	literary fiction
201	['fiction', 'novels', 'american', 'literature', 'contemporary', 'the united states of america', 'literary fiction']	456	paperback	fiction	novels	american	literature	contemporary	the united states of america	literary fiction
